"bp-Homecard href","Badge","bp-Homecard__Photo","ListingRemarks","bp-Homecard__Price--value","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value"
"https://www.redfin.com/GA/Atlanta/3989-Princeton-Lakes-Pass-SW-30331/home/144757964","SOLD BY REDFIN","3989 Princeton Lakes Pass, Atlanta, GA 30331","Beautifully designed, sun-drenched end-unit townhome with great features and upgrades including a gourmet kitchen with island, 10ft coffered ceiling in living, tobacco birch hand-scraped 5"" hardwoods through the main level, steps and upper hall, an oversized master suite with sitting area, master bath featuring garden tub, separate shower with raised double vanities, granite countertops throughout, large secondary bedrooms with spacious walk-in closets, and a painted garage with epoxy flooring. Not to mention there's a spacious private fenced in yard for relaxing and entertaining. Located just off Camp Creek Pkwy and I-285, this townhome just steps away from the Camp Creek Marketplace","$230,000","3 beds","2.5 baths","2,136"
"https://www.redfin.com/GA/Atlanta/6232-Old-Kingston-Dr-30331/home/144872419","SOLD BY REDFIN","6232 Old Kingston Dr, Atlanta, GA 30331","Pure luxury home perfectly situated on a level corner lot on a cul-de-sac in the Westlake High School Cluster. D. R. Horton resale only 3.5 years young in Cambridge Meadows. This dream home is for those who appreciate a style of luxury with a resort feel. The home features hardwood flooring, granite counters, back splash and a wrought iron staircase with an upper level landing area that makes a perfect reading nook. Loaded with natural light and space for indoor-outdoor living and entertainment. Entering the double foyer, you will feel right at home with a formal dining room and coffered ceiling. The rear gathering room is good for conversations near the fireplace or time watching televisio","$472,000","5 beds","3 baths","3,759"
"https://www.redfin.com/GA/Atlanta/2424-Castle-Keep-Way-SE-30316/home/146094757","SOLD BY REDFIN FEB 28, 2025","2424 Castle Keep Way, Atlanta, GA 30316","This modern townhouse, built in 2018, offers contemporary living with peace of mind with 2 bedrooms and 2.5 bathrooms, perfect for comfortable living. Featuring all systems just 6 years old, you’ll enjoy the efficiency and reliability of newer HVAC, plumbing, and electrical setups. The back bedroom provides a quiet, private retreat with serene views of the treeline, ensuring a peaceful atmosphere. Located off the main road, you'll enjoy the benefits of a quiet neighborhood with no through traffic. The recently updated backyard and deck provide an inviting outdoor space, perfect for relaxing or entertaining. Easy to show, this move-in-ready townhome is a must-see!","$310,000","2 beds","2.5 baths","1,534"
"https://www.redfin.com/GA/Atlanta/1854-Brooks-Dr-NW-30318/home/146217132","SOLD BY REDFIN","1854 Brooks Dr NW, Atlanta, GA 30318","Beautiful multi-level townhome in Westside Station. This beautiful open floor plan features a great room/dining space with soaring ceilings that fill the room with natural light. Off the main living space is a beautiful outdoor space with a screened-in porch which provides an additional living/dining area. From the outdoor space, you will have direct access to Atlanta Path System (Whetstone Creek). The gourmet kitchen offers several amenities which include high-end JennAir appliances, beautiful granite countertops, cabinetry with soft-close drawers, plenty of storage, and a massive island that is perfect for entertaining. The Owner's suite is conveniently located on the main level that feat","$519,900","4 beds","3.5 baths","2,248"
"https://www.redfin.com/GA/Atlanta/2443-Norwood-Park-Xing-30340/home/146780992","SOLD BY REDFIN","2443 Norwood Park Xing, Atlanta, GA 30340","Newly Built in 2018! Enjoy all life has to offer while being close to all the action in this divine 2BR/2.5BA townhome. Amazing location w/ tons of new development in the area. The main level features builder upgrades, open floor plan with a spacious living room dining area and an open kitchen. On the second level, you will find dual master suites, luxurious master bathrooms with marble cabinets and tile upgrades. Nestled within the community this unit provides lots of privacy with a Rare nature view from the front and back of the house. This townhome is one of the few that offers an Open Backyard. Conveniently located close to the pool and cabana. Within minutes of Buford Highway and MARTA","$292,000","2 beds","2.5 baths","1,716"
"https://www.redfin.com/GA/Atlanta/721-Bismark-Rd-NE-30324/home/147814830","","721 Bismark Rd NE, Atlanta, GA 30324","","$575,000","3 beds","3.5 baths","1,950"
"https://www.redfin.com/GA/Atlanta/2004-Manchester-St-NE-30324/home/160761008","","2004 Manchester St NE, Atlanta, GA 30324","","$545,000","4 beds","3.5 baths","1,880"
"https://www.redfin.com/GA/Atlanta/616-Broadview-Ter-NE-30324/home/162599014","","616 Broadview Ter NE, Atlanta, GA 30324","","$650,000","3 beds","3 baths","2,045"
"https://www.redfin.com/GA/Atlanta/6249-Old-Kingston-Dr-30331/home/162827176","","6249 Old Kingston Dr, Atlanta, GA 30331","","$407,500","4 beds","2.5 baths","2,740"
"https://www.redfin.com/GA/Atlanta/2825-Northeast-Expy-30345/unit-O-1/home/164910185","","2825 Northeast Expy Unit O-1, Atlanta, GA 30345","","$200,000","2 beds","2.5 baths","1,363"
"https://www.redfin.com/GA/Atlanta/345-Glen-Iris-Dr-NE-30312/unit-4/home/165733173","","345 Glen Iris Dr NE #4, Atlanta, GA 30312","","$890,000","4 beds","4.5 baths","2,874"
"https://www.redfin.com/GA/Atlanta/772-Belt-Loop-SE-30316/home/168057978","","772 Belt Loop SE, Atlanta, GA 30316","","$1,139,000","5 beds","4.5 baths","3,167"
"https://www.redfin.com/GA/Atlanta/6097-Boylston-Dr-30328/home/168144945","","6097 Boylston Dr, Atlanta, GA 30328","","$650,000","3 beds","3 baths","2,304"
"https://www.redfin.com/GA/Atlanta/64-Bayrose-Cir-30344/unit-64/home/171130031","","2464 Bayrose Cir #64, Atlanta, GA 30344","","$280,000","3 beds","3 baths","1,564"
"https://www.redfin.com/GA/Atlanta/3554-Chattahoochee-Summit-Ln-SE-30339/unit-23/home/172621451","","3554 Chattahoochee Summit Ln SE #23, Atlanta, GA 30339","","$318,000","3 beds","2.5 baths","1,890"
"https://www.redfin.com/GA/Atlanta/3773-Oxford-Cir-30340/home/173880366","","3773 Oxford Cir, Doraville, GA 30340","","$415,000","4 beds","3.5 baths","1,600"
"https://www.redfin.com/GA/Atlanta/679-Fraser-St-SE-30315/unit-52/home/175134484","","679 Fraser St SE #52, Atlanta, GA 30315","","$659,000","4 beds","3.5 baths","—"
"https://www.redfin.com/GA/Brookhaven/1314-Rosen-Rd-30319/unit-78/home/176133688","","1314 Rosen Rd #78, Brookhaven, GA 30319","","$601,285","4 beds","3.5 baths","2,407"
"https://www.redfin.com/GA/Atlanta/4938-Zoya-Ct-SW-30331/home/178290392","","4938 Zoya Ct SW, Atlanta, GA 30331","","$497,600","5 beds","3 baths","3,133"
"https://www.redfin.com/GA/Atlanta/6829-Crescendo-Ct-30328/home/178290886","","6829 Crescendo Ct, Atlanta, GA 30328","","$790,000","3 beds","4.5 baths","2,550"
"https://www.redfin.com/GA/Brookhaven/1223-Kendrick-Rd-NE-30319/home/179415318","","1223 Kendrick Rd, Brookhaven, GA 30319","","$1,415,575","5 beds","4.5 baths","—"
"https://www.redfin.com/GA/Atlanta/915-Ambient-Way-SW-30331/home/179431108","","915 Ambient Way, Atlanta, GA 30331","","$282,000","2 beds","2.5 baths","1,451"
"https://www.redfin.com/GA/Atlanta/2921-Lenox-Rd-NE-30324/home/179444860","","2921 NE Lenox Rd, Atlanta, GA 30324","","$216,500","1 bed","2 baths","871"
"https://www.redfin.com/GA/Atlanta/674-Exchange-St-SE-30315/home/179650378","","674 Exchange St SE, Atlanta, GA 30315","","$534,500","2 beds","2 baths","1,261"
"https://www.redfin.com/GA/Atlanta/1762-Beckham-Pl-NE-30324/unit-51/home/179795902","","1762 Beckham Pl NE #51, Atlanta, GA 30324","","$834,311","3 beds","3.5 baths","2,064"
"https://www.redfin.com/GA/Atlanta/761-Fraser-St-SE-30315/unit-3/home/179833341","","761 Fraser St SE #3, Atlanta, GA 30315","","$500,000","2 beds","2.5 baths","1,124"
"https://www.redfin.com/GA/Atlanta/102-Riversgate-Dr-30339/home/180163905","","102 Riversgate Dr, Atlanta, GA 30339","","$550,000","3 beds","3.5 baths","2,828"
"https://www.redfin.com/GA/Atlanta/1244-Virginia-Ct-30306/home/182173711","","1244 Virginia Ct NE, Atlanta, GA 30306","","$680,000","3 beds","3.5 baths","2,376"
"https://www.redfin.com/GA/Atlanta/903-Brees-Ct-30318/home/182975883","","903 Brees Ct, Atlanta, GA 30318","","$497,000","2 beds","2 baths","1,152"
"https://www.redfin.com/GA/East-Point/1813-Laurel-Green-Way-30344/home/187043121","","1813 Laurel Green Way, East Point, GA 30344","","$355,000","4 beds","2.5 baths","2,253"
"https://www.redfin.com/GA/Atlanta/68-Walthall-St-NE-30307/unit-B/home/187603666","","68 Walthall St NE Unit B, Atlanta, GA 30307","","$1,120,000","4 beds","4.5 baths","2,855"
"https://www.redfin.com/GA/Atlanta/2961-Lone-Star-Trl-30340/home/23693028","","2961 Lone Star Trl, Atlanta, GA 30340","","$325,000","3 beds","3 baths","2,966"
"https://www.redfin.com/GA/Atlanta/2827-Thornbriar-Rd-30340/home/23729132","","2827 Thornbriar Rd, Atlanta, GA 30340","","$500,000","4 beds","3 baths","3,010"
"https://www.redfin.com/GA/Atlanta/1236-Cumberland-Rd-NE-30306/home/23732182","","1236 Cumberland Rd NE, Atlanta, GA 30306","","$1,795,000","5 beds","5 baths","5,447"
"https://www.redfin.com/GA/Atlanta/606-Moreland-Ave-SE-30316/home/23740810","","606 Moreland Ave SE, Atlanta, GA 30316","","$380,000","4 beds","2 baths","2,212"
"https://www.redfin.com/GA/Atlanta/340-Josephine-St-NE-30307/home/23742053","","340 Josephine St NE, Atlanta, GA 30307","","$500,000","3 beds","2 baths","2,047"
"https://www.redfin.com/GA/Atlanta/330-Arizona-Ave-NE-30307/home/23771624","","330 Arizona Ave NE, Atlanta, GA 30307","","$829,900","4 beds","3.5 baths","2,518"
"https://www.redfin.com/GA/Brookhaven/1405-Briarwood-Rd-NE-30319/home/23844959","","1405 Briarwood Rd NE, Brookhaven, GA 30319","","$34,650","2 beds","1 bath","888"
"https://www.redfin.com/GA/Atlanta/3459-Hildon-Cir-30341/home/23889123","","3459 Hildon Cir, Atlanta, GA 30341","","$580,000","4 beds","2 baths","1,791"
"https://www.redfin.com/GA/Atlanta/2240-Brannen-Rd-SE-30316/home/23904801","OFF MARKET","2240 Brannen Rd SE, Atlanta, GA 30316","","$245,355","2 beds","1 bath","1,025"
"https://www.redfin.com/GA/Atlanta/750-Park-Ave-NE-30326/unit-14S/home/24563936","OFF MARKET","750 Park Ave NE Unit 14S, Atlanta, GA 30326","","$1,500,000","2 beds","2.5 baths","3,373"
"https://www.redfin.com/GA/Atlanta/440-Lynhurst-Dr-SW-30311/home/24568127","OFF MARKET","440 Lynhurst Dr SW, Atlanta, GA 30311","","$180,000","4 beds","3 baths","2,127"
"https://www.redfin.com/GA/Atlanta/4523-Clement-Dr-SW-30331/home/24569588","OFF MARKET","4523 Clement Dr SW, Atlanta, GA 30331","","$144,000","3 beds","2.5 baths","1,284"
"https://www.redfin.com/GA/Atlanta/7740-W-Stubbs-Rd-30349/home/24589183","OFF MARKET","7740 W Stubbs Rd, Atlanta, GA 30349","","$95,000","2 beds","2.5 baths","1,728"
"https://www.redfin.com/GA/Atlanta/2800-7th-St-SW-30315/home/24618915","OFF MARKET","2800 7th St SW, Atlanta, GA 30315","","$97,500","3 beds","1 bath","864"
"https://www.redfin.com/GA/Atlanta/5905-Raventree-Ct-30349/home/24669644","OFF MARKET","5905 Raventree Ct, Atlanta, GA 30349","","$300,000","3 beds","2.5 baths","1,870"
"https://www.redfin.com/GA/Atlanta/786-Liberty-Commons-Dr-NW-30314/unit-801/home/24673424","","786 Liberty Commons Dr NW #801, Atlanta, GA 30314","","$385,000","3 beds","3.5 baths","1,880"
"https://www.redfin.com/GA/Atlanta/639-Federal-Ter-SE-30315/home/24680586","","639 Federal Ter SE, Atlanta, GA 30315","","$70,000","3 beds","1 bath","764"
"https://www.redfin.com/GA/Atlanta/1473-Connally-Ave-SW-30310/home/24796344","","1473 Connally Ave SW, Atlanta, GA 30310","","$110,000","4 beds","2 baths","1,178"
"https://www.redfin.com/GA/Atlanta/1396-Park-Ave-SE-30315/home/24801424","","1396 Park Ave SE, Atlanta, GA 30315","","$235,000","3 beds","2 baths","1,202"
"https://www.redfin.com/GA/Atlanta/833-Blossom-St-SW-30310/home/24802670","","833 Blossom St SW, Atlanta, GA 30310","","$300,000","3 beds","1 bath","1,903"
"https://www.redfin.com/GA/Atlanta/115-Anderson-Ave-NW-30314/home/24809299","","115 Anderson Ave NW, Atlanta, GA 30314","","$155,000","3 beds","1 bath","1,200"
"https://www.redfin.com/GA/Atlanta/4877-Brookwood-Pl-30349/home/24814792","","4877 Brookwood Pl, Atlanta, GA 30349","","$264,588","4 beds","3 baths","1,670"
"https://www.redfin.com/GA/Atlanta/2647-Old-Hapeville-Rd-SW-30315/home/24824340","","2647 Old Hapeville Rd SW, Atlanta, GA 30315","","$165,000","3 beds","0.5 baths","—"
"https://www.redfin.com/GA/Atlanta/1235-Eastridge-Rd-SW-30311/home/24839671","","1235 Eastridge Rd SW, Atlanta, GA 30311","","$374,900","3 beds","1 bath","1,898"
"https://www.redfin.com/GA/Atlanta/1320-Allene-Ave-SW-30310/home/24844992","","1320 Allene Ave SW, Atlanta, GA 30310","","$151,000","3 beds","2.5 baths","1,430"
"https://www.redfin.com/GA/Atlanta/43-Springside-Dr-SE-30354/home/24849406","","43 Springside Dr SE, Atlanta, GA 30354","","$117,900","3 beds","1 bath","1,104"
"https://www.redfin.com/GA/Atlanta/3501-Chattahoochee-Summit-Ln-SE-30339/unit-25/home/25408634","","3501 Chattahoochee Summit Ln SE #25, Atlanta, GA 30339","","$530,000","3 beds","3.5 baths","2,283"
"https://www.redfin.com/GA/Atlanta/1602-Rivergreen-Ct-SE-30339/unit-19/home/39525481","","1602 Rivergreen Ct SE #19, Atlanta, GA 30339","","$660,000","3 beds","3.5 baths","3,554"
"https://www.redfin.com/GA/Atlanta/215-Semel-Dr-NW-30309/unit-462/home/40467430","","215 Semel Dr NW #462, Atlanta, GA 30309","","$336,000","2 beds","2.5 baths","1,140"
"https://www.redfin.com/GA/Atlanta/988-Lilfield-Ln-30349/home/170028053","","988 Lilfield Ln, Atlanta, GA 30349","","$328,900","5 beds","3 baths","3,352"
"https://www.redfin.com/GA/Brookhaven/1177-Pine-Grove-Ave-NE-30319/home/23701502","","1177 Pine Grove Ave NE, Brookhaven, GA 30319","","$797,500","5 beds","4 baths","4,192"
"https://www.redfin.com/GA/Atlanta/1101-Fayetteville-Rd-SE-30316/home/23704805","","1101 Fayetteville Rd SE, Atlanta, GA 30316","","$388,500","3 beds","1.5 baths","1,314"
"https://www.redfin.com/GA/Atlanta/1854-Brooks-Dr-NW-30318/home/146217132","","1854 Brooks Dr NW, Atlanta, GA 30318","","$519,900","4 beds","3.5 baths","2,248"
"https://www.redfin.com/GA/Atlanta/2443-Norwood-Park-Xing-30340/home/146780992","","2443 Norwood Park Xing, Atlanta, GA 30340","","$292,000","2 beds","2.5 baths","1,716"
"https://www.redfin.com/GA/Atlanta/2800-7th-St-SW-30315/home/24618915","","2800 7th St SW, Atlanta, GA 30315","","$97,500","3 beds","1 bath","864"
"https://www.redfin.com/GA/Atlanta/5905-Raventree-Ct-30349/home/24669644","","5905 Raventree Ct, Atlanta, GA 30349","","$300,000","3 beds","2.5 baths","1,870"
"https://www.redfin.com/GA/Atlanta/5810-Garber-Dr-30328/home/24808101","SOLD BY REDFIN","5810 Garber Dr, Sandy Springs, GA 30328","Welcome home to this Sandy Springs charmer! Recently renovated from top to bottom in all of today's popular finishes. The spacious open concept has gleaming re-finished hardwood flooring throughout the main level, perfect for easy entertaining and room for your largest gatherings. Brand new hardwood flooring has been added to the lower level to continue the seamless flow. The chef's dream kitchen is complete with a professional 48"" 6-burner Thermador range, double oven, and a SubZero refrigerator. Brand new quartz countertops, backsplash, and Kraftmaid cabinets with LED lights make this space both functional and gorgeous! Bring the outdoors in with the amazing screened porch right off","$555,000","4 beds","2.5 baths","1,864"
"https://www.redfin.com/GA/Atlanta/1123-Braemar-Ave-SW-30311/home/24812924","SOLD BY REDFIN","1123 Braemar Ave SW, Atlanta, GA 30311","Better than new, stylish home in a wonderful location. Close to MARTA, schools and shopping, easy access to Downtown Atlanta, Atlanta Airport. Everything updated in 2020: roof, electrical, plumbing, windows, HVAC. Modern and open floor plan, hardwood floors, and beautiful accent walls. Principal bedroom on main with spa like principal bathroom. Beautiful kitchen with plenty of storage and an extensive island. Family room with fireplace, spacious bedrooms upstairs and flex room in lower level. Wonderful front garden and backyard. Do not miss the opportunity to tour this beautiful home today!","$491,500","5 beds","4 baths","3,781"
"https://www.redfin.com/GA/Atlanta/510-Echota-Dr-NW-30318/home/24815960","SOLD BY REDFIN","510 Echota Dr NW, Atlanta, GA 30318","Beautiful cottage in the Collier Hills neighborhood. This home features an open design between the main living area and dining room, hardwood floors throughout, spacious rooms, all showered in sunlight. The updated gourmet kitchen features stainless steel appliances, beautiful granite countertops, and ample storage. Off the kitchen is the outdoor porch and patio area that provides additional dining and entertainment space. The backyard is completely fenced in. The primary suite features a walk-in closet and ensuite with dual vanity. The room in the lower level can be used as a fourth bedroom, office, or bonus room. The home is conveniently located near local playgrounds, the Atlanta Beltlin","$650,000","3 beds","2 baths","1,730"
"https://www.redfin.com/GA/Atlanta/1479-Groveland-Ave-NW-30309/home/24816115","SOLD BY REDFIN","1479 Groveland Ave NW, Atlanta, GA 30309","Beautifully maintained and recently updated, light-filled, bungalow that's perfectly situated in Loring Heights. This 2 Bedroom 1 Bath bungalow has been renovated, both in and out. Offering a spacious living room with separate dining, updated kitchen with stainless steel appliances and breakfast bar. Roof, water heater, and HVAC are less than 3 years old. The Primary bedroom has a spacious walk-in closet and laundry on the main level. Hardwoods throughout, fenced-in backyard with large deck that's perfect for entertaining. Popular Loring Heights is just a short ride or walk to some of Atlanta's best shopping, dining and entertainment with easy access to highways.","$515,000","2 beds","1 bath","1,616"
